	Irrel_kd_1	Irrel_kd_2	Irrel_kd_3	Mov10_kd_2	Mov10_kd_3	Mov10_oe_1	Mov10_oe_2	Mov10_oe_3
ENSG00000180673	0	0	0	0	0	0	0	0
ENSG00000180694	397.2962	455.9477	444.3821	655.617	679.5539	521.3029	434.8259	544.2019
ENSG00000180697	0	0	0	2.558505	0	0	0	0
ENSG00000180708	0	0	0	0	1.068481	3.263242	0	0
ENSG00000180712	2.690493	39.5571	6.672403	5.117011	1.068481	12.23716	3.506661	12.22926
ENSG00000180714	0	0	0	0	0	0	0	0
ENSG00000180720	6.277818	5.204882	8.006884	7.03589	6.410885	17.94783	16.65664	13.75791
ENSG00000180723	0	0	0	0	0	0	0	0
ENSG00000180730	1417.89	1392.826	1278.432	1086.086	1013.988	1492.117	1555.204	1736.555
ENSG00000180739	48.42888	66.62249	60.05163	30.70206	33.12291	87.29172	96.43317	85.6048
ENSG00000180745	0	0	0	0	0	0	0.8766652	0
ENSG00000180747	692.3536	553.7994	500.4303	805.2896	741.5257	554.7511	687.3055	745.9847
ENSG00000180758	563.2099	566.2912	497.7613	662.0133	480.8164	609.4104	600.5157	400.5082
ENSG00000180764	73.54015	94.72885	102.755	70.99853	80.13607	78.31781	64.87322	73.37554
ENSG00000180767	11.6588	14.57367	17.34825	21.10767	32.05443	22.02688	23.66996	22.92986
ENSG00000180769	136.3183	93.68787	81.40332	86.98918	90.82088	151.7407	188.483	110.0633
ENSG00000180770	0	0	0	0	0	0	0	0
ENSG00000180772	0	1.040976	1.334481	0.6396264	0	0	0	0
ENSG00000180773	1601.74	1589.571	1589.366	1516.554	1432.833	1402.378	1479.811	1713.625
ENSG00000180776	3189.131	3326.961	3627.118	2630.144	2377.37	1559.014	2089.97	1626.491
ENSG00000180777	3.587325	2.081953	1.334481	4.477384	4.273924	0	2.629996	16.81523
ENSG00000180785	0	1.040976	0	1.279253	1.068481	0.8158105	0.8766652	1.528657
ENSG00000180787	5.380987	4.163906	1.334481	4.477384	6.410885	4.894863	2.629996	6.114629
ENSG00000180801	95.96093	81.19616	140.1205	116.412	132.4916	121.5558	131.4998	181.9102
ENSG00000180803	0	0	0	0	0	0	0	0
ENSG00000180806	325.5497	343.5222	366.9822	411.2797	305.5855	350.7985	381.3494	267.515
ENSG00000180815	649.3057	596.4795	583.1681	727.8948	880.4283	698.3338	737.2754	657.3226
ENSG00000180817	6206.071	5941.893	5739.601	6119.945	6201.463	5668.251	5405.518	5906.731
ENSG00000180818	685.179	773.4455	676.5817	674.1662	634.6777	675.4911	642.5956	726.1121
ENSG00000180822	747.9572	788.0191	765.9919	749.6421	844.0999	753.8089	847.7352	839.2328
ENSG00000180828	5.380987	4.163906	1.334481	5.756637	7.479366	9.789726	10.51998	7.643286
ENSG00000180834	349.7641	284.1866	242.8755	262.8864	247.8876	296.955	255.1096	272.101
ENSG00000180846	0	0	0	0	2.136962	0	0	0
ENSG00000180855	165.0169	139.4908	149.4618	158.6273	126.0807	170.5044	161.3064	246.1138
ENSG00000180861	0	0	0	0	0	0	0	0
ENSG00000180867	155.1518	149.9006	140.1205	161.8255	147.4504	186.0048	180.593	162.0377
ENSG00000180869	3.587325	6.245858	6.672403	2.558505	4.273924	2.447431	3.506661	1.528657
ENSG00000180871	75.33381	10.40976	5.337923	1.918879	4.273924	4.894863	6.136656	6.114629
ENSG00000180872	0	0	0	0	0	0	0	0
ENSG00000180875	35.87325	61.41761	45.37234	17.26991	19.23266	72.60713	64.87322	58.08897
ENSG00000180878	0	0	0	0	0	0	0	0
ENSG00000180879	1732.678	1863.348	1866.938	2062.795	2116.661	1705.044	1879.57	1683.052
ENSG00000180881	181.1599	142.6138	150.7963	154.7896	141.0395	198.2419	154.2931	238.4705
ENSG00000180884	230.4856	204.0314	176.1514	154.15	158.1352	234.9534	241.9596	210.9547
ENSG00000180891	770.3779	948.3295	733.9644	853.9012	786.4019	606.963	595.2557	495.2849
ENSG00000180900	2753.272	2785.653	2830.434	3902.36	3521.713	2506.986	2733.442	2219.61
ENSG00000180901	1308.477	1050.345	1194.36	2025.057	1712.775	1257.98	1376.364	1404.836
ENSG00000180902	341.6927	274.8178	297.5892	388.2532	328.0236	318.9819	308.5861	203.3114
ENSG00000180909	0	0	0	0	0	0	0	0
ENSG00000180910	0	0	0	0	0	0	0	0
ENSG00000180913	0	0	0	0	0	0	0	0
ENSG00000180914	158.7391	122.8352	142.7894	130.4838	130.3547	82.39686	73.63988	125.3499
ENSG00000180917	980.2364	844.2318	739.3023	1226.164	1070.618	935.7346	856.5019	843.8187
ENSG00000180919	0	0	0	0	0	0	0	0
ENSG00000180921	1928.187	1936.216	2013.731	1335.54	1391.162	1217.189	1375.488	1166.365
ENSG00000180926	0	0	0	0	1.068481	0	0	0
ENSG00000180929	0.8968311	1.040976	2.668961	2.558505	0	1.631621	1.75333	1.528657
ENSG00000180934	5.380987	6.245858	5.337923	8.315143	6.410885	4.894863	5.259991	7.643286
ENSG00000180938	45.73839	52.04882	49.37578	46.0531	43.80772	54.6593	52.59991	53.503
